NO_SEQ,NO_ENTRE_1,NOM_PUITS,ANNEE,REGION_GEO,LATITUDE_X,LATITUDE_1,LONGITUDE_,LONGITUDE1,PROFONDEUR,TYPE_PUITS,SYMBOLOGIE,F1,Number,Name,MERN_status,Year_of_drilling,Year_of_suspension,Year_of_abandon,Latitude,Longitude,Administrative_region,Geological_region,Type_of_drill,Deepest_casing_base__m_sol_ou_m,Geology_from_end_of_last_casing,Operator,Type,Plugging_status,Ground_elevation__m_mer_,Depth__m_sol_or_m_KB_,Link_to_inspection_report,Link_to_SIGPEG,ObjectID,geometry
35,AZ60,Baril No 4,1943,(A) Basses-Terres (sols consolidYs),"45) 51' 21,8""",45.8561,"-73  24' 13""",-73.4036,510 pi/sol,Sondage stratigraphique,Statut inconnu,165,AZ60,Baril No 4,Non-Problematic,1943,N.D.,N.D.,45.85606,-73.40361,Lanaudière,A-Basses-Terres (sols consolidés),N.D.,N.D.,Clay,Démétrius Baril,Gas,Unplugged,,155.448,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ60_insp_inactif_2019-11-12_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ60,260,POINT (-73.40360000033968 45.85610000001503)
36,AZ61,Gatineau Club,0,(A) Basses-Terres (sols consolidYs),"45) 24' 15,1""",45.4042,"-75  47' 28,8""",-75.7913,230 pi/sol,Sondage stratigraphique,Statut inconnu,59,AZ61,Gatineau Club,Non-Locatable,,N.D.,N.D.,45.4042,-75.7913,Outaouais,A-Basses-Terres (sols consolidés),N.D.,N.D.,N.D.,N.D.,None,Unplugged,89.3064,70.104,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ61_insp_inactif_2019-10-30_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ61,625,POINT (-75.79130000029471 45.40419999963035)
37,AZ62,Fr6res de l'Instruction Chrstienne No 1,1958,(A) Basses-Terres (sols consolidns),"46) 17' 22,3""",46.2895,"-72  41' 28,4""",-72.6912,445 pi/sol,Sondage stratigraphique,Statut inconnu,166,AZ62,Frères de l'Instruction Chrétienne No 1,Non-Problematic,1958,N.D.,N.D.,46.2916944,-72.694,Mauricie,A-Basses-Terres (sols consolidés),Core drilling,N.D.,"Limestone, clay, sand, gravel",Frères de l'Instruction Chrétienne,None,Unplugged,,135.636,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ62_insp_inactif_2019-06-11_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ62,261,POINT (-72.6912000000799 46.28949999982518)
38,AZ63,Fr6res de l'Instruction Chrstienne No 2,1960,(A) Basses-Terres (sols consolidns),"46) 17' 24,3""",46.2901,"-72  41' 26,1""",-72.6906,530 pi/sol,Sondage stratigraphique,Statut inconnu,167,AZ63,Frères de l'Instruction Chrétienne No 2,Non-Problematic,1960,N.D.,N.D.,46.290083,-72.69059,Mauricie,A-Basses-Terres (sols consolidés),Core drilling,N.D.,"Limestone, sand, clay",Frères de l'Instruction Chrétienne,Gas,Unplugged,,161.544,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ63_insp_inactif_2019-06-10_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ63,262,POINT (-72.69060000028975 46.29009999961534)
39,AZ64,BZcancour No 58,0,(A) Basses-Terres (sols consolidns),"46) 17' 50,1""",46.2973,"-72  23' 38,4""",-72.394,800 pi/sol,Sondage stratigraphique,Statut inconnu,60,AZ64,Bécancour No 58,Non-Locatable,,N.D.,N.D.,46.29725,-72.394,Centre-du-Québec,A-Basses-Terres (sols consolidés),N.D.,N.D.,"Sandstone, shale",Lowlands Exploration Ltd.,None,Unplugged,,243.84,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ64_insp_inactif_2019-07-18_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ64,626,POINT (-72.39400000029974 46.2972999997952)
40,AZ65,"Les Puits du Qurbec, Neuville No 1",1986,(A) Basses-Terres (sols consolid s),"46) 42' 06,7""",46.7019,"-71  36' 09,3""",-71.6026,91 m/sol,Sondage stratigraphique,Ferma d finitivement,61,AZ65,"Les Puits du Québec, Neuville No 1",Non-Locatable,1986,N.D.,N.D.,46.6991366,-71.6039569,Capitale-Nationale,A-Basses-Terres (sols consolidés),Rotary,N.D.,Limestone,Les Puits du Québec Inc.,Oil,Unplugged,,91,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ65_insp_inactif_2019-09-05_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ65,627,POINT (-71.60260000008986 46.70189999978521)
41,AZ66,"Les Puits du Quebec, Neuville No 2",1986,(A) Basses-Terres (sols consolid s),"46) 42' 07,2""",46.702,"-71  36' 09,3""",-71.6026,84 m/sol,Sondage stratigraphique,Ferma d finitivement,62,AZ66,"Les Puits du Québec, Neuville No 2",Non-Locatable,1986,N.D.,N.D.,46.69904,-71.6024939,Capitale-Nationale,A-Basses-Terres (sols consolidés),Rotary,N.D.,Limestone,Les Puits du Québec Inc.,None,Unplugged,,84,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ66_insp_inactif_2019-09-05_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ66,628,POINT (-71.60260000008986 46.70199999990012)
42,AZ67,Bettez No 1,1910,(A) Basses-Terres (sols consolid s),"46) 20' 07,0""",46.3353,"-72  35' 18,0""",-72.5883,1200 pi/sol,Puits d'exploration oWildcato,Statut inconnu,63,AZ67,Bettez No 1,Non-Locatable,1910,N.D.,N.D.,46.3353,-72.5883,Mauricie,A-Basses-Terres (sols consolidés),N.D.,365.76,N.D.,Monsieur Thibodeau,Gas,Unplugged,,365.76,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ67%20_insp_inactif_2019-09-11_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ67,629,POINT (-72.58829999964524 46.33530000029481)
43,AZ68,Saint-Louis-de-Blandford No 1,1977,(A) Basses-Terres (sols consolid s),"46) 15' 12,1""",46.2534,"-72  0' 7,4""",-72.0021,204 pi/sol,Sondage stratigraphique,Statut inconnu,64,AZ68,Saint-Louis-de-Blandford No 1,Non-Locatable,1977,N.D.,N.D.,46.2533691,-72.002051,Centre-du-Québec,A-Basses-Terres (sols consolidés),Core drilling,30.48,"Sandstone, shale",Soquip,None,Unplugged,,62.1792,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ68_insp_inactif_2019-07-31_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ68,630,POINT (-72.00209999961527 46.25339999971027)
44,AZ69,Saint-Louis-de-Blandford No 2,1977,(A) Basses-Terres (sols consolid s),"46) 16' 09,1""",46.2692,"-72  01' 21,4""",-72.0226,200 pi/sol,Sondage stratigraphique,Statut inconnu,65,AZ69,Saint-Louis-de-Blandford No 2,Non-Locatable,1977,N.D.,N.D.,46.2692009,-72.0226055,Centre-du-Québec,A-Basses-Terres (sols consolidés),Core drilling,12.192,Shale,Soquip,None,Unplugged,,60.96,https://sigpeg.mrn.gouv.qc.ca/rapport/AZ69_insp_inactif_2019-07-31_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=AZ69,631,POINT (-72.02259999979015 46.26919999988013)
45,A001,Montrtal No 1,1955,(A) Basses-Terres (sols consolid s),"45) 16' 40""",45.2778,"-74  0' 44,3""",-74.0123,1762 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,1,A001,Montréal No 1,Non-Problematic,1955,N.D.,1955,45.2781888,-74.011336,Montérégie,A-Basses-Terres (sols consolidés),Cable,184.0992,Sandstone,A.B. International Prospecting Co.,Both,Unplugged,49.6824,537.0576,https://sigpeg.mrn.gouv.qc.ca/rapport/A001_insp_inactif_2019-10-24_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A001,96,POINT (-74.01230000014488 45.27780000006999)
46,A002,Yamachiche No 1,1953,(A) Basses-Terres (sols consolid s),"46) 20' 59,5""",46.3499,"-72  46' 53,6""",-72.7816,550 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,1,A002,Yamachiche No 1,Non-Locatable,1953,N.D.,N.D.,46.3494169,-72.7818605,Mauricie,A-Basses-Terres (sols consolidés),Cable,N.D.,Limestone,American & Canadian Oil Syndicate,Gas,Unplugged,50.9016,167.64,https://sigpeg.mrn.gouv.qc.ca/rapport/A002_insp_inactif_2019-10-30_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A002,567,POINT (-72.78159999964021 46.34989999998504)
49,A004,"Bald Mountain, Batiscan No 2",1957,(A) Basses-Terres (sols consolid s),"46) 28' 15,3""",46.4709,"-72  15' 43,4""",-72.2621,3390 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,1,A004,"Bald Mountain, Batiscan No 2",Work/Repairs Needed,1957,N.D.,1957,46.47099944,-72.26199111,Mauricie,A-Basses-Terres (sols consolidés),Cable,753.7704,"Sandstone, limestone",Bald Mountain Oil Co.,Gas,Plugged,6.096,1033.272,http://sigpeg.mrn.gouv.qc.ca/rapport/P_A004_inspection_2018-11-01_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A004,1,POINT (-72.26209999981512 46.47089999963532)
50,A005,"Bald Mountain, Batiscan No 3",1957,(A) Basses-Terres (sols consolid s),"46) 28' 44,9""",46.4791,"-72  16' 27,8""",-72.2744,2955 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,2,A005,"Bald Mountain, Bastican No 3",Non-Problematic,1957,1957,1959,46.4791523,-72.2743874,Mauricie,A-Basses-Terres (sols consolidés),Cable,805.8912,"Limestone, sandstone",Bald Mountain Oil Co.,Both,Plugged,7.9248,900.684,https://sigpeg.mrn.gouv.qc.ca/rapport/A005_insp_inactif_2019-11-27_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A005,97,POINT (-72.27439999956027 46.47910000006499)
51,A006,"Bald Mountain, Batiscan No 4",1957,(A) Basses-Terres (sols consolid s),"46) 28' 33,2""",46.4759,"-72  15' 46,3""",-72.2629,2500 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,3,A006,"Bald Mountain, Bastican No 4",Non-Problematic,1957,N.D.,1957,46.47591,-72.26291,Mauricie,A-Basses-Terres (sols consolidés),Cable,625.4496,"Limestone, siltstone, shale",Bald Mountain Oil Co.,Gas,Plugged,5.4864,762,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A006_inspection_2018-11-01_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A006,98,POINT (-72.2628999998351 46.47589999998507)
52,A007,"Bald Mountain, Batiscan No 5",1957,(A) Basses-Terres (sols consolid s),"46) 28' 24""",46.4733,"-72  16' 9,4""",-72.2693,2307 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,4,A007,"Bald Mountain, Bastican No 5",Non-Problematic,1957,N.D.,1957,46.47566833,-72.27260361,Mauricie,A-Basses-Terres (sols consolidés),Cable,152.4,"Limestone, sandstone, siltstone, shale",Bald Mountain Oil Co.,Gas,Plugged,7.9248,703.1736,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A007_inspection_2018-11-07_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A007,99,POINT (-72.26929999999498 46.47329999969526)
53,A008,"Bald Mountain, Berthierville No 1",1956,(A) Basses-Terres (sols consolid1s),"46) 02' 29,1""",46.0414,"-73  10' 48,5""",-73.1801,2543 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,2,A008,"Bald Mountain, Berthierville No 1",Non-Locatable,1956,1957,1959,46.0409752,-73.1800802,Lanaudière,A-Basses-Terres (sols consolidés),Cable,508.1016,"Limestone, shale",Bald Mountain Oil Co.,Gas,Plugged,7.9248,775.1064,https://sigpeg.mrn.gouv.qc.ca/rapport/A008_insp_inactif_2019-09-17_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A008,568,POINT (-73.18009999981513 46.04139999981021)
54,A009,"Bald Mountain, Cap-Santl No 1",1957,(A) Basses-Terres (sols consolid1s),"46) 40' 31,9""",46.6755,"-71  47' 6,7""",-71.7852,954 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,5,A009,"Bald Mountain, Cap-Santé No 1",Non-Problematic,1957,N.D.,1957,46.67553,-71.78519,Capitale-Nationale,A-Basses-Terres (sols consolidés),Core drilling,195.072,"Limestone, sandstone, gneiss",Bald Mountain Oil Co.,Both,Plugged,66.7512,290.7792,https://sigpeg.mrn.gouv.qc.ca/rapport/A009_insp_inactif_2019-05-15_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A009,100,POINT (-71.78520000037969 46.67550000002501)
55,A010,"Bald Mountain, Cap-Santl No 2",1958,(A) Basses-Terres (sols consolid1s),"46) 41' 49,4""",46.6971,"-71  47' 11,9""",-71.7866,852 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,6,A010,"Bald Mountain, Cap-Santé No 2",Non-Problematic,1958,N.D.,1958,46.69706,-71.78664,Capitale-Nationale,A-Basses-Terres (sols consolidés),Cable,115.824,"Limestone, shale, quartzite",Bald Mountain Oil Co.,None,Plugged,71.9328,259.6896,https://sigpeg.mrn.gouv.qc.ca/rapport/A010_insp_inactif_2019-05-15_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A010,101,POINT (-71.78660000018982 46.69709999966528)
56,A011,"Bald Mountain, La Ptrade No 2",1957,(A) Basses-Terres (sols consolid1s),"46) 36' 28,2""",46.6078,"-72  12' 27,9""",-72.2078,450 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,7,A011,"Bald Mountain, La Pérade No 2",Non-Problematic,1957,N.D.,1958,46.60782,-72.20774,Mauricie,A-Basses-Terres (sols consolidés),Cable,10.0584,"Limestone, sandstone, gneiss",Bald Mountain Oil Co.,Gas,Plugged,13.4112,137.16,https://sigpeg.mrn.gouv.qc.ca/rapport/A011_insp_inactif_2019-05-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A011,102,POINT (-72.20780000036967 46.60779999957037)
57,A012,"Bald Mountain, Louiseville No 1",1957,(A) Basses-Terres (sols consolid1s),"46) 13' 53,8""",46.2316,"-72  57' ,2""",-72.9501,819 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,8,A012,"Bald Mountain, Louiseville No 1",Non-Problematic,1957,N.D.,1957,46.23161,-72.95005,Mauricie,A-Basses-Terres (sols consolidés),Core drilling,217.6272,"Limestone, dolomite",Bald Mountain Oil Co.,Gas,Plugged,7.3152,249.6312,https://sigpeg.mrn.gouv.qc.ca/rapport/A012_insp_inactif_2019-09-13_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A012,103,POINT (-72.95009999991504 46.23159999984017)
58,A013,"Bald Mountain, Louiseville No 2",1957,(A) Basses-Terres (sols consolid1s),"46) 13' 53,7""",46.2316,"-72  57' ,3""",-72.9501,1218 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,9,A013,"Bald Mountain, Louiseville No 2",Non-Problematic,1957,N.D.,1958,46.23158,-72.95009,Mauricie,A-Basses-Terres (sols consolidés),Cable,237.1344,"Limestone, sandstone, dolomite",Bald Mountain Oil Co.,Gas,Plugged,7.62,371.2464,https://sigpeg.mrn.gouv.qc.ca/rapport/A013_insp_inactif_2019-09-13_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A013,104,POINT (-72.95009999991504 46.23159999984017)
59,A014,"Bald Mountain, Saint-Roch No 1",1957,(A) Basses-Terres (sols consolid1s),"45) 55' 49,2""",45.9303,"-73  10' 23,2""",-73.1731,4392 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,2,A014,"Bald Mountain, Saint-Roch No 1",Work/Repairs Needed,1957,N.D.,1957,45.930801,-73.173545,Montérégie,A-Basses-Terres (sols consolidés),Core drilling,954.024,"Dolomite, sandstone",Bald Mountain Oil Co.,Gas,Plugged,19.812,1338.6816,http://sigpeg.mrn.gouv.qc.ca/rapport/A014_insp_inactif_2019-08-21_Publique.pdf ,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A014,2,POINT (-73.17309999986509 45.93029999984515)
60,A015,"Bald Mountain, Portneuf No 1",1957,(A) Basses-Terres (sols consolid1s),"46) 40' 57,9""",46.6828,"-71  55' 15,9""",-71.9211,1387 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,10,A015,"Bald Mountain, Portneuf No 1",Non-Problematic,1957,N.D.,1957,46.68276,-71.92107,Capitale-Nationale,A-Basses-Terres (sols consolidés),Core drilling,46.9392,"Shale, limestone, sandstone, dolomite, gneiss",Bald Mountain Oil Co.,Both,Plugged,39.3192,422.7576,https://sigpeg.mrn.gouv.qc.ca/rapport/A015_insp_inactif_2019-07-16_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A015,105,POINT (-71.92110000006494 46.68280000031979)
61,A016,"Bald Mountain, Portneuf No 2",1957,(A) Basses-Terres (sols consolid1s),"46) 40' 56,9""",46.6825,"-71  55' 16,6""",-71.9213,1387 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,11,A016,"Bald Mountain, Portneuf No 2",Non-Problematic,1957,N.D.,1958,46.68248,-71.92129,Capitale-Nationale,A-Basses-Terres (sols consolidés),Cable,356.9208,"Limestone, gneiss",Bald Mountain Oil Co.,Both,Plugged,39.0144,422.7576,https://sigpeg.mrn.gouv.qc.ca/rapport/A016_insp_inactif_2019-05-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A016,106,POINT (-71.92130000029476 46.68249999997505)
62,A017,"Bald Mountain, Sainte-Geneviove-de-Batiscan No 2",1958,(A) Basses-Terres (sols consolidds),"46) 31' 28,2""",46.5245,"-72  20' 23""",-72.3397,1265 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,12,A017,"Bald Mountain, Sainte-Geneviève-de-Batiscan No 2",Non-Problematic,1958,1964,1964,46.52449778,-72.33972306,Mauricie,A-Basses-Terres (sols consolidés),Cable,124.968,"Limestone, shale",Laduboro Oil Ltd.,Gas,Plugged,29.8704,385.572,https://sigpeg.mrn.gouv.qc.ca/rapport/P_A017_inspection_2018-11-19_publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A017,107,POINT (-72.33969999995497 46.52450000007502)
63,A018,Bergeron,1889,(A) Basses-Terres (sols consolidds),"46) 17' 0""",46.2833,"-72  28' 15,4""",-72.4709,685 pi/sol,Puits d'exploration oWildcato,Ferms d'finitivement,3,A018,Bergeron,Non-Locatable,1889,N.D.,1889,46.2833,-72.4709,Centre-du-Québec,A-Basses-Terres (sols consolidés),Cable,N.D.,"Limestone, sandstone, shale, clay",E. Bergeron,None,Unplugged,20.1168,208.788,https://sigpeg.mrn.gouv.qc.ca/rapport/A018_insp_inactif_2019-11-07_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A018,569,POINT (-72.47089999963521 46.28329999989512)
64,A019,Cadbury & Fry,1939,(A) Basses-Terres (sols consolidds),"45) 32' 21,1""",45.5392,"-73  34' 55,5""",-73.5821,1395 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,4,A019,Cadbury & Fry,Non-Locatable,1939,N.D.,1939,45.5392617,-73.5822047,Montréal,A-Basses-Terres (sols consolidés),Cable,N.D.,"Limestone, sandstone, shale, dolomite",Cadbury & Fry,None,Unplugged,54.864,425.196,https://sigpeg.mrn.gouv.qc.ca/rapport/A019_insp_inactif_2019-07-23_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A019,570,POINT (-73.58210000041464 45.53920000007997)
65,A020,Canadian Natural Gas No 1,1910,(A) Basses-Terres (sols consolidds),"45) 43' 14,6""",45.7207,"-72  57' 21,8""",-72.9561,1880 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,13,A020,Canadian Natural Gas No 1,Non-Problematic,1910,N.D.,1910,45.72071,-72.95606,Montérégie,A-Basses-Terres (sols consolidés),Cable,566.928,Limestone,Canadian Natural Gas Co.,Gas,Unplugged,47.244,573.024,https://sigpeg.mrn.gouv.qc.ca/rapport/A020_insp_inactif_2019-11-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A020,108,POINT (-72.95609999961528 45.72070000000502)
66,A021,Canadian Natural Gas No 2,1914,(A) Basses-Terres (sols consolidds),"45) 43' 8""",45.7189,"-72  57' 11,3""",-72.9531,2907 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,14,A021,Canadian Natural Gas No 2,Non-Problematic,1914,N.D.,1915,45.7189,-72.95314,Montérégie,A-Basses-Terres (sols consolidés),Cable,320.3448,"Shale, sandstone, siltstone",Canadian Natural Gas Co.,Gas,Unplugged,35.3568,886.0536,https://sigpeg.mrn.gouv.qc.ca/rapport/A021_insp_inactif_2019-11-28_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A021,109,POINT (-72.95309999976513 45.71889999973524)
67,A022,Canadian Natural Gas No 3,1914,(A) Basses-Terres (sols consolidds),"45) 42' 10,5""",45.7029,"-72  56' 8,5""",-72.9357,3455 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,15,A022,Canadian Natural Gas No 3,Non-Problematic,1914,N.D.,1915,45.70291,-72.9357,Montérégie,A-Basses-Terres (sols consolidés),Cable,365.76,"Limestone, shale",Canadian Natural Gas Co.,Gas,Unplugged,34.1376,1053.084,https://sigpeg.mrn.gouv.qc.ca/rapport/A022_insp_inactif_2019-11-20_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A022,110,POINT (-72.93569999955531 45.70290000023488)
68,A023,Canadian Natural Gas No 4,1917,(A) Basses-Terres (sols consolidds),"45) 43' 32,5""",45.7257,"-72  59' 58,1""",-72.9995,2380 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,16,A023,Canadian Natural Gas No 4,Non-Problematic,1917,N.D.,1917,45.7286,-72.9992,Montérégie,A-Basses-Terres (sols consolidés),Cable,365.76,"Limestone, shale",Canadian Natural Gas Co.,Gas,Unplugged,32.3088,725.424,https://sigpeg.mrn.gouv.qc.ca/rapport/A023_insp_inactif_2019-11-20_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A023,111,POINT (-72.99950000002497 45.72570000035478)
69,A024,Canadian Natural Gas No 5,1914,(A) Basses-Terres (sols consolidds),"45) 43' 2,4""",45.7173,"-72  57' 30,7""",-72.9585,2508 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,17,A024,Canadian Natural Gas No 5,Non-Problematic,1914,N.D.,1917,45.7173334,-72.9585436,Montérégie,A-Basses-Terres (sols consolidés),Cable,139.2936,"Limestone, shale",Canadian Natural Gas Co.,Gas,Unplugged,35.3568,764.4384,https://sigpeg.mrn.gouv.qc.ca/rapport/A024_insp_inactif_2019-11-25_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A024,112,POINT (-72.95849999967521 45.71729999969529)
70,A025,"Canadian Seaboard, Saint-Grtgoire No 1",1934,(A) Basses-Terres (sols consolides),"46) 16' 13,1""",46.2703,"-72  30' 2,4""",-72.5007,6030 pi/KB,Puits d'exploration oWildcato,Ferms d'finitivement,5,A025,"Canadian Seaboard, Saint-Grégoire No 1",Non-Locatable,1934,N.D.,1934,46.2703,-72.5007,Centre-du-Québec,A-Basses-Terres (sols consolidés),Cable,1679.448,"Limestone, dolomite",Canadian Seabord Oil & Gas Ltd.,Gas,Plugged,24.6888,1837.944,https://sigpeg.mrn.gouv.qc.ca/rapport/A025_insp_inactif_2019-09-09_Publique.pdf,https://sigpeg.mrn.gouv.qc.ca/gpg/classes/ficheDescriptive?type=popup&mode=fichePuits&menu=puit&table=GPG_ENTRE_PUITS&cle=A025,571,POINT (-72.5006999997052 46.27030000024484)
